5158 8 4 1
6422 9 1 5
6875 8 5 2
4168 8 1 1
5205 9 2 5
5147 8 3 3
6649 8 3 3
6230 9 3 3
6760 9 5 3
6060 9 2 4
4663 8 3 2
5581 8 1 1
5288 9 5 5
6900 9 3 3
4472 9 4 4
4007 9 3 3
5152 9 2 2
6906 8 1 2
4428 9 3 2
5917 9 2 5
5255 8 3 5
6993 8 4 5
6621 8 3 1
6062 8 1 1
6359 8 4 3
6464 8 1 5
6666 8 3 1
4246 8 1 4
5264 8 2 5
5490 9 1 3
6342 9 5 2
4339 8 4 5
4445 9 4 4
4590 8 4 3
6377 8 2 1
5225 8 3 2
6445 8 2 3
4806 9 1 5
6852 9 3 1
6974 8 2 1
6905 8 1 5
6491 8 3 2
5529 8 3 3
6397 9 2 2
4196 9 3 1
6711 9 1 2
5407 9 1 5
6687 8 2 3
6741 8 1 2
4033 8 1 2
6361 8 5 2
4660 8 1 2
6653 8 1 3
5395 8 2 4
6463 8 5 2
4549 8 1 3
5991 8 5 3
6430 8 3 1
6082 9 3 5
4796 9 5 2
4922 9 4 1
4099 9 2 3
5979 9 1 4
6521 9 2 5
5360 8 4 5
4251 9 3 4
5172 9 1 1
4710 9 3 1
5145 9 4 1
4719 8 3 1
6189 9 4 5
5683 8 5 3
5592 9 2 4
5184 9 3 1
5311 9 4 2
4890 8 2 3
5436 9 1 5
5270 9 4 1
4291 9 5 4
6235 9 1 2
4934 9 4 4
6572 8 1 1
5218 9 4 3
4712 9 5 3
5105 8 5 4
6354 9 5 1
4454 8 2 3
5729 8 4 2
5604 9 2 5
5577 8 3 1
4583 8 2 5
5672 9 5 4
6273 9 4 1
6993 8 5 2
5118 9 1 3
4068 8 2 1
4320 9 5 2
4245 8 2 4
4060 9 1 2
5385 9 2 5
6259 8 1 1
6260 9 4 1
5227 8 2 3
5582 9 3 3
5003 8 5 5
6513 8 3 4
4346 9 1 1
4052 8 3 5
5657 8 3 2
4651 9 4 2
4692 8 3 5
5413 8 5 2
5149 9 1 2
4133 9 3 4
4105 9 2 1
6065 9 1 4
5793 9 3 3
5246 9 2 2
4162 8 3 1
6826 8 3 3
6918 8 3 4
5512 9 4 4
5969 9 2 3
4328 9 4 5
6196 9 1 2
4012 8 2 4
4789 9 4 5
5741 8 3 5
6741 9 1 5
5948 9 3 5
6609 8 4 5
4705 8 1 5
6434 9 4 5
5271 8 4 4
4997 8 1 3
6893 9 1 4
4556 9 2 3
6551 8 2 2
6666 9 3 1
6875 9 3 1
6579 8 1 3
6229 8 4 3
4642 8 4 2
4443 8 2 1
4033 8 1 5
4554 9 1 5
4517 9 5 5
6175 9 3 3
5366 9 4 4
6911 8 2 1
6619 8 2 5
4600 8 2 1
6813 9 2 1
4613 9 2 4
5039 9 5 1
6989 9 2 5
6877 9 4 5
5533 8 3 5
5794 8 5 2
5994 9 1 1
5807 9 4 2
5199 9 1 2
4851 8 4 5
5661 8 1 4
4854 8 2 4
6126 9 3 1
6533 9 2 4
6609 8 5 5
6897 9 1 3
6906 8 3 1
4304 9 5 2
4583 9 2 1
5314 8 1 2
5844 8 4 2
4941 8 4 2
6783 8 2 2
4001 8 4 2
5980 8 2 5
4021 9 5 2
5035 9 3 2
5777 8 2 4
6725 8 4 2
6858 8 1 2
5506 8 2 3
4705 9 3 1
4718 8 3 3
5827 9 1 4
4416 8 4 4
4730 8 2 2
4162 8 3 4
6395 8 4 5
4820 9 1 1
4167 9 1 4
6608 9 4 3
5818 9 2 2
5479 9 2 5
4167 9 1 2
4667 8 4 3
4633 9 3 2
4955 8 5 4
4980 9 5 1
5722 8 2 2
4058 8 3 4
6632 9 3 3
6814 8 4 2
4871 8 5 4
6621 8 4 5
5960 8 3 2
4239 9 2 2
4484 8 4 1
6651 9 2 4
5867 9 1 5
6672 8 3 5
6528 9 4 1
5445 8 1 2
6770 8 1 1
5546 8 4 4
4437 8 1 2
6132 9 2 3
6295 8 3 4
5173 8 2 1
4740 9 1 5
4161 9 4 2
5443 9 5 5
4003 8 3 5
5550 9 1 3
4310 9 3 4
4150 9 5 1
6557 8 2 2
5500 9 2 4
6331 8 2 5
5153 9 5 2
4683 9 1 5
5071 9 4 2
6729 8 3 5
6782 9 3 1
4495 9 3 3
5152 8 1 2
4482 9 5 2
5661 9 2 5
4394 9 4 4
4672 9 1 1
4205 9 5 5
5432 9 4 3
4700 9 5 2
5160 9 3 5
6413 8 5 1
5383 8 5 2
5984 8 5 1
5377 9 3 4
6986 9 4 5
6388 8 4 4
4621 9 5 5
5875 9 4 1
5893 8 1 2
4855 9 4 1
4732 9 1 5
4097 8 1 3
4359 8 5 1
4897 8 3 3
5671 9 2 3
4467 8 2 4
6194 8 4 1
4428 9 3 2
5191 9 2 2
6561 8 1 1
4350 9 1 1
5257 8 5 4
6773 8 5 4
5294 9 3 1
5323 8 1 3
5648 9 2 5
6418 9 2 5
5153 9 4 5
6717 8 1 5
4418 9 1 5
4582 9 3 3
6765 8 1 5
4562 9 4 2
4337 8 3 1
5435 9 2 3
6145 9 3 5
6189 9 4 1
4917 8 4 5
5257 8 1 3
6176 9 2 2
6621 9 4 4
6280 8 1 2
5770 8 1 3
6857 9 3 2
6533 9 3 4
4946 8 1 4
6695 8 3 3
5710 9 4 2
5253 9 3 3
5541 8 1 1
5689 9 5 4
5800 9 1 4
6719 9 4 3
5281 8 2 3
4296 9 1 4
6905 9 4 4
6946 9 3 3
6375 9 5 3
4190 9 1 1
4304 9 2 1
5985 9 5 2
5585 9 1 3
6428 8 5 4
4415 8 1 2
4156 8 1 5
6856 8 3 2
6315 9 1 1
5583 8 2 4
4540 8 3 2
4876 9 4 5
6731 9 3 3
4249 9 1 2
4379 9 2 3
6942 8 3 4
6766 8 5 1
5974 8 3 1
5864 8 2 1
4288 9 3 5
6044 9 1 1
5303 8 1 3
4542 9 1 2
5946 8 5 1
6055 9 1 2
4397 8 1 3
5637 8 5 5
4078 9 5 2
5248 9 5 5
5592 9 5 3
4614 9 1 5
4836 9 2 4
5664 8 3 2
6963 9 3 3
5811 8 5 1
6157 8 4 2
6191 8 4 1
5718 9 2 2
5763 9 5 4
4396 9 3 3
5040 8 3 4
5066 9 5 4
6073 9 1 3
6719 8 4 2
5457 9 3 2
4703 8 4 5
5965 8 5 4
4065 9 5 3
6670 8 3 5
6752 9 4 3
6384 8 2 1
6146 9 2 1
5902 9 3 3
4620 9 3 2
4860 8 5 5
5636 9 3 1
5243 9 2 2
6726 9 2 3
5368 9 4 3
4408 9 2 2
5813 8 1 2
6197 9 4 3
5127 8 5 2
4253 8 3 4
4719 8 2 2
5972 8 1 3
4225 9 3 1
6591 9 1 1
6288 9 2 4
6050 9 3 3
4183 8 2 1
5716 8 5 3
6793 8 3 5
6433 8 3 3
5355 8 2 4
4439 9 1 3
6389 8 5 4
6378 8 3 3
6181 9 3 5
6409 8 5 3
5131 8 2 4
4335 8 5 4
5893 9 1 2
4746 9 1 5
6149 9 2 1
5503 8 2 5
4006 8 5 1
4836 9 3 2
5667 8 1 2
5860 9 2 1
6481 8 3 3
6959 9 5 2
5640 9 1 5
4095 8 4 2
6053 9 4 4
4388 9 1 2
6306 9 5 1
5705 8 4 4
5029 8 1 2
6413 8 2 3
6133 9 2 4
4251 8 3 4
6449 9 4 1
5042 9 2 2
5224 9 4 3
5294 8 1 5
6882 8 1 4
4261 9 5 3
6405 8 4 3
4651 8 4 1
6057 8 1 1
5430 9 2 4
4565 9 1 5
6562 8 5 1
5423 9 1 2
6079 9 5 4
5737 9 4 5
6558 9 2 4
6014 9 2 5
6768 8 4 3
6977 9 5 1
6407 9 2 4
6774 8 1 1
5491 9 2 2
4143 8 2 1
6894 8 4 5
5656 8 3 1
5928 8 2 4
6843 9 5 4
4771 9 2 4
6253 8 1 5
6312 9 1 2
5375 8 5 2
4697 8 3 3
4591 8 5 1
5597 8 2 2
5284 9 3 3
6255 9 5 3
4989 8 2 2
6175 9 2 1
4691 8 3 3
4360 8 5 2
6162 8 1 5
4120 9 3 4
4156 8 2 2
5811 8 2 3
5542 8 2 4
4368 8 5 5
4314 9 5 4
6395 8 4 3
5683 9 2 2
5193 8 3 1
5355 8 2 4
6743 9 5 5
4512 9 3 1
6227 8 5 2
6739 8 4 1
4433 8 4 2
4504 8 4 4
5864 8 5 3
5977 9 5 2
5011 9 2 5
5467 8 5 2
6048 8 5 4
6199 8 4 1
6460 9 5 3
5410 9 5 1
4605 9 4 3
4085 8 3 2
4926 9 3 3
6942 8 3 5
4175 9 2 2
6894 8 3 3
4114 9 2 1
4761 9 1 5
5703 8 2 3
6321 9 5 3
4385 8 1 2
4282 8 4 1
5839 8 2 1
4063 9 1 4
6620 9 2 5
4044 8 5 4
6800 9 1 3
6219 9 3 3
5708 8 2 1
6264 9 1 2
6161 8 5 2
6612 8 5 5
4554 8 5 3
6861 9 3 5
6958 8 4 4
6124 9 3 5
4799 8 4 4
6933 8 3 5
6077 9 3 4
5019 9 5 1
4916 9 2 1
6474 8 3 5
5058 8 4 4
6347 9 4 4
5914 8 5 1
4308 9 2 1
4715 8 5 4
5965 9 4 5
5521 9 1 2
5652 9 1 1
4403 8 2 1
4706 8 4 1
6196 9 4 2
5676 9 2 5
4483 9 4 1
4634 9 3 3
6075 8 5 1
4667 8 5 3
5347 9 5 2
5983 8 4 3
4678 9 2 3
4060 8 2 3
5980 9 1 2
6178 8 4 3
5400 9 3 1
4295 8 5 5
6896 8 3 2
6467 8 3 3
6208 9 5 2
5453 8 4 3
6392 8 5 5
4020 9 1 4
4673 8 1 2
6279 9 3 3
6947 9 5 3
5718 8 4 4
5058 8 5 5
4119 8 5 4
5021 9 3 5
4554 9 4 2
6958 8 5 3
6637 9 5 3
6212 8 2 1
4496 9 4 4
4316 8 5 5
4522 9 5 2
6292 9 2 5
5210 9 2 3
5902 9 4 2
5815 9 5 3
